x_norm,y_norm,w_norm,h_norm,text_length,word_count,is_single_line,has_punctuation,letter_ratio,label
0.5108,0.1609,0.3014,0.0602,28,4,1,0,0.7621,0
0.1147,0.6887,0.8318,0.1841,264,44,0,1,0.7179,0
0.7865,0.1004,0.0874,0.024,9,1,1,0,0.9172,1
0.1645,0.2335,0.8277,0.2203,210,42,0,1,0.8412,0
0.3773,0.9248,0.2259,0.0277,10,1,1,0,0.7664,1
0.0128,0.1587,0.1188,0.0334,7,3,1,0,0.9919,1
0.5257,0.7023,0.6358,0.0916,25,5,1,1,0.7565,0
0.2797,0.0052,0.3448,0.0298,6,1,1,0,0.9212,1
0.11,0.2986,0.111,0.0232,6,1,1,0,0.7887,1
0.1649,0.1534,0.7777,0.2446,240,60,0,1,0.7621,0
0.5014,0.3319,0.4549,0.0886,36,6,1,0,0.8735,0
0.6122,0.0701,0.3313,0.0352,8,2,1,0,0.9984,1
0.1226,0.0837,0.3531,0.0599,9,1,1,0,0.8444,1
0.1297,0.6819,0.16,0.0224,5,2,1,0,0.8788,1
0.1144,0.6035,0.8101,0.1396,96,24,0,1,0.8719,0
0.0889,0.6513,0.5176,0.1818,288,48,0,1,0.89,0
0.4778,0.73,0.1694,0.0466,6,1,1,0,0.8211,1
0.6892,0.1096,0.4531,0.0209,4,1,1,0,0.8486,1
0.0917,0.6376,0.3803,0.0726,98,14,0,1,0.7728,0
0.088,0.8531,0.172,0.0265,7,2,1,0,0.8146,1
0.7378,0.0859,0.2546,0.05,5,2,1,0,0.8069,1
0.4445,0.9709,0.1288,0.0344,8,1,1,0,0.732,1
0.1815,0.4821,0.1011,0.0211,2,1,1,0,0.8761,1
0.0644,0.7594,0.1555,0.0317,11,3,1,0,0.9962,1
0.2824,0.353,0.5018,0.0343,115,23,0,1,0.7071,0
0.5057,0.3688,0.2919,0.0557,84,21,0,1,0.8653,0
0.2475,0.3742,0.4246,0.0467,42,7,1,1,0.9121,0
0.2687,0.0281,0.4519,0.0232,4,1,1,0,0.8766,1
0.0963,0.4877,0.8733,0.1831,210,35,0,1,0.8394,0
0.1303,0.4007,0.3196,0.058,36,9,0,1,0.8411,0
0.8671,0.3636,0.0779,0.042,6,1,1,0,0.8433,1
0.4867,0.9158,0.1278,0.0222,8,1,1,0,0.8342,1
0.31,0.9331,0.167,0.0349,6,2,1,0,0.7299,1
0.0855,0.4762,0.6403,0.0956,136,34,0,1,0.7926,0
0.1978,0.8349,0.5347,0.0441,20,4,1,1,0.7062,0
0.6003,0.9039,0.097,0.0273,9,1,1,0,0.7302,1
0.0717,0.2583,0.5286,0.2497,135,27,0,1,0.796,0
0.1957,0.7455,0.6398,0.0403,12,3,1,0,0.6721,0
0.432,0.8033,0.272,0.0567,33,11,0,1,0.6723,0
0.2993,0.2827,0.6081,0.1034,48,12,0,1,0.7418,0
0.5132,0.0352,0.384,0.0396,2,1,1,0,0.9735,1
0.1892,0.285,0.7643,0.2332,104,26,0,1,0.8233,0
0.2227,0.9154,0.1794,0.0234,3,1,1,0,0.9552,1
0.8918,0.762,0.1504,0.025,3,1,1,0,0.9315,1
0.7602,0.0648,0.0595,0.0352,7,2,1,0,0.9534,1
0.1138,0.8463,0.5443,0.0502,60,10,0,1,0.6782,0
0.2424,0.9639,0.1564,0.0227,6,2,1,0,0.782,1
0.2134,0.4331,0.4829,0.0799,133,19,0,0,0.9399,0
0.7786,0.0616,0.3544,0.0459,4,2,1,0,0.9055,1
0.1596,0.2755,0.5091,0.1683,115,23,0,1,0.7416,0
0.2568,0.0682,0.169,0.0272,9,1,1,0,0.888,1
0.0665,0.9423,0.1498,0.0301,8,2,1,0,0.9214,1
0.1732,0.5829,0.721,0.0876,124,31,0,1,0.7894,0
0.2485,0.408,0.3597,0.0824,15,3,1,1,0.7993,0
0.2128,0.5337,0.3654,0.0436,108,18,0,0,0.9018,0
0.5359,0.4653,0.1055,0.0287,5,1,1,0,0.9577,1
0.2723,0.9215,0.1338,0.024,10,2,1,0,0.8081,1
0.1109,0.3933,0.1287,0.0235,11,2,1,0,0.9768,1
0.5589,0.9728,0.0808,0.0228,9,2,1,0,0.8623,1
0.5833,0.9421,0.2222,0.0356,7,2,1,0,0.9683,1
0.2542,0.3224,0.6179,0.1071,28,4,1,1,0.694,0
0.1431,0.1674,0.4791,0.0981,100,25,0,1,0.7261,0
0.1402,0.3895,0.6348,0.2416,240,60,0,1,0.7716,0
0.3586,0.4581,0.2874,0.086,112,16,0,1,0.6593,0
0.0904,0.3609,0.3911,0.1071,40,10,0,1,0.687,0
0.1684,0.5494,0.738,0.0652,204,51,0,1,0.7222,0
0.1308,0.5176,0.5559,0.0752,222,37,0,1,0.759,0
0.3797,0.0798,0.2782,0.0297,4,1,1,0,0.8048,1
0.38,0.0839,0.0644,0.0592,8,2,1,0,0.8851,1
0.4583,0.4773,0.6004,0.1164,40,8,0,1,0.7919,0
0.3778,0.3702,0.3335,0.0523,60,15,0,0,0.9128,0
0.4336,0.9076,0.2349,0.0368,9,1,1,0,0.8793,1
0.5288,0.3893,0.5615,0.1023,44,11,0,1,0.8126,0
0.3888,0.4622,0.5189,0.0791,110,22,0,0,0.9491,0
0.4269,0.1822,0.6461,0.0747,96,24,0,1,0.733,0
0.2689,0.0965,0.3191,0.0437,3,1,1,0,0.8164,1
0.0306,0.1271,0.1589,0.027,4,1,1,0,0.9805,1
0.1085,0.5922,0.0788,0.0351,12,1,1,0,0.7762,1
0.4449,0.3126,0.3916,0.0622,70,10,0,1,0.9014,0
0.3899,0.9546,0.1552,0.0288,4,2,1,0,0.959,1
0.0368,0.9259,0.2423,0.0278,9,1,1,0,0.7318,1
0.0115,0.4931,0.1005,0.0236,12,3,1,0,0.7928,1
0.7464,0.0646,0.3633,0.0255,11,1,1,0,0.8485,1
0.0474,0.698,0.7198,0.2023,275,55,0,1,0.7642,0
0.3748,0.0419,0.2908,0.0527,3,1,1,0,0.8361,1
0.6865,0.9726,0.1958,0.0391,10,1,1,0,0.9068,1
0.5589,0.421,0.1134,0.0213,7,1,1,0,0.9925,1
0.0984,0.4985,0.4503,0.0756,18,3,1,1,0.7327,0
0.4948,0.968,0.2097,0.0385,10,2,1,0,0.7492,1
0.5716,0.7399,0.0992,0.0466,3,1,1,0,0.8754,1
0.063,0.6206,0.4855,0.0334,69,23,0,1,0.7363,0
0.0905,0.244,0.899,0.1754,172,43,0,1,0.8227,0
0.0824,0.6599,0.2795,0.062,21,7,1,1,0.8019,0
0.3728,0.9054,0.1695,0.0367,5,1,1,0,0.7993,1
0.5508,0.0448,0.1077,0.0426,9,1,1,0,0.8035,1
0.3108,0.7953,0.0927,0.0495,3,1,1,0,0.8589,1
0.4543,0.2597,0.6047,0.1092,52,13,0,1,0.8147,0
0.0737,0.4265,0.3656,0.0924,91,13,0,1,0.8745,0
0.6559,0.9387,0.2265,0.0298,7,2,1,0,0.7381,1
0.1404,0.0775,0.2557,0.0286,9,1,1,0,0.9852,1
0.1141,0.2972,0.7803,0.226,75,15,0,1,0.8077,0
0.0934,0.7364,0.1405,0.03,5,3,1,0,0.8998,1
0.1049,0.6221,0.1125,0.0309,4,2,1,0,0.8819,1
0.4123,0.9544,0.1967,0.0387,9,1,1,0,0.9651,1
0.6545,0.93,0.1373,0.0207,3,2,1,0,0.7887,1
0.0525,0.1936,0.0721,0.0354,7,1,1,0,0.9798,1
0.3483,0.1002,0.4785,0.0395,5,1,1,0,0.8573,1
0.4012,0.7484,0.4567,0.0327,76,19,0,1,0.6525,0
0.5895,0.9397,0.0848,0.0253,8,1,1,0,0.7446,1
0.42,0.225,0.2939,0.0652,114,19,0,0,0.9126,0
0.323,0.9123,0.1617,0.0231,4,2,1,0,0.7959,1
0.3969,0.4236,0.1339,0.0289,7,1,1,0,0.8631,1
0.7283,0.9283,0.1262,0.0342,5,2,1,0,0.7984,1
0.0317,0.9471,0.2329,0.0263,10,2,1,0,0.8661,1
0.0608,0.6732,0.3706,0.0467,161,23,0,0,0.7902,0
0.5465,0.0094,0.1409,0.0529,4,2,1,0,0.8639,1
0.2822,0.9788,0.1687,0.0286,5,2,1,0,0.7385,1
0.1574,0.0417,0.1226,0.0335,10,2,1,0,0.8377,1
0.3868,0.5735,0.5452,0.1154,39,13,0,0,0.8057,0
0.0448,0.4851,0.709,0.0754,200,40,0,1,0.9091,0
0.5449,0.9017,0.2042,0.0397,3,1,1,0,0.9169,1
0.1535,0.5021,0.6856,0.1748,250,50,0,1,0.8034,0
0.0344,0.9012,0.1476,0.0275,5,1,1,0,0.8885,1
0.4324,0.0076,0.1885,0.0414,9,1,1,0,0.8074,1
0.7219,0.1508,0.1658,0.0343,2,1,1,0,0.982,1
0.0491,0.2972,0.8631,0.2373,280,56,0,1,0.8619,0
0.7413,0.9023,0.0829,0.0222,7,1,1,0,0.8866,1
0.0896,0.2362,0.7087,0.2102,68,17,0,1,0.731,0
0.6573,0.828,0.1348,0.037,5,1,1,0,0.9069,1
0.0329,0.0679,0.2897,0.0465,3,2,1,0,0.8025,1
0.6718,0.0904,0.2128,0.029,6,2,1,0,0.8119,1
0.4895,0.1995,0.3598,0.0338,33,11,0,0,0.8341,0
0.1577,0.7251,0.6531,0.1608,228,57,0,1,0.8042,0
0.1147,0.8404,0.4019,0.1101,105,15,0,1,0.6618,0
0.3829,0.0135,0.4306,0.0313,7,1,1,0,0.9016,1
0.2667,0.7758,0.5906,0.0938,96,24,0,1,0.6876,0
0.3209,0.7256,0.6186,0.0772,75,25,0,1,0.7079,0
0.6522,0.0546,0.1013,0.0246,7,1,1,0,0.8309,1
0.1458,0.2979,0.8495,0.1115,156,39,0,1,0.9167,0
0.0959,0.3845,0.1786,0.0358,13,3,1,0,0.9063,1
0.1581,0.5999,0.4219,0.0571,90,15,0,0,0.9378,0
0.0888,0.2748,0.1159,0.0266,15,1,1,0,0.808,1
0.4754,0.5244,0.2905,0.0694,15,5,1,1,0.7935,0
0.1678,0.0259,0.136,0.0472,2,2,1,0,0.9628,1
0.3376,0.2068,0.4918,0.0527,32,8,0,1,0.8577,0
0.6415,0.9074,0.0766,0.0491,2,1,1,0,0.8886,1
0.0407,0.3932,0.1698,0.0365,11,2,1,0,0.7535,1
0.0615,0.226,0.2797,0.0983,133,19,0,0,0.9062,0
0.1545,0.7185,0.5534,0.0706,222,37,0,1,0.8586,0
0.8562,0.3055,0.1789,0.0452,6,1,1,0,0.9131,1
0.6649,0.856,0.0609,0.0355,8,1,1,0,0.8284,1
0.1246,0.0495,0.0548,0.0409,4,2,1,0,0.8574,1
0.0367,0.3487,0.1871,0.0295,11,2,1,0,0.8509,1
0.0948,0.4422,0.4554,0.0516,147,21,0,1,0.8226,0
0.7155,0.9353,0.1752,0.0463,9,2,1,0,0.8599,1
0.0984,0.1713,0.7417,0.1963,255,51,0,1,0.8246,0
0.6727,0.9444,0.2404,0.0484,6,1,1,0,0.8334,1
0.1609,0.733,0.542,0.1393,156,26,0,1,0.7788,0
0.4083,0.0734,0.4314,0.0541,2,2,1,0,0.9802,1
0.1317,0.0133,0.1418,0.03,9,2,1,0,0.8456,1
0.7968,0.9196,0.1989,0.0371,3,1,1,0,0.7704,1
0.0511,0.3867,0.4417,0.0485,175,25,0,0,0.9097,0
0.113,0.5877,0.8281,0.0984,120,24,0,1,0.8936,0
0.264,0.9325,0.2494,0.0256,4,2,1,0,0.8167,1
0.1876,0.1843,0.6126,0.1293,192,32,0,1,0.9021,0
0.0302,0.2901,0.1324,0.0264,4,1,1,0,0.8266,1
0.1934,0.2468,0.6309,0.2457,285,57,0,1,0.8288,0
0.1362,0.5969,0.1344,0.0352,9,2,1,0,0.9693,1
0.0473,0.6018,0.5095,0.0919,200,50,0,1,0.8244,0
0.061,0.6619,0.1507,0.0207,3,3,1,0,0.7587,1
0.3339,0.6588,0.5415,0.1128,12,4,1,1,0.9399,0
0.0448,0.6575,0.8972,0.1408,228,38,0,1,0.7138,0
0.3658,0.1751,0.3311,0.0483,84,12,0,0,0.8921,0
0.1369,0.183,0.6978,0.1853,152,38,0,1,0.8819,0
0.0905,0.0608,0.0849,0.0282,11,2,1,0,0.9658,1
0.3997,0.8225,0.4565,0.0412,42,6,1,1,0.9141,0
0.1418,0.1018,0.3567,0.0327,2,2,1,0,0.8458,1
0.2206,0.427,0.5427,0.108,30,6,1,1,0.7697,0
0.0181,0.1129,0.0825,0.0342,3,2,1,0,0.9985,1
0.3565,0.4215,0.3674,0.0486,110,22,0,1,0.6607,0
0.1662,0.8379,0.282,0.0357,56,14,0,1,0.7307,0
0.0855,0.7363,0.5548,0.0672,64,16,0,1,0.8008,0
0.201,0.6884,0.0677,0.0258,2,1,1,0,0.9331,1
0.196,0.4266,0.8054,0.2334,264,44,0,1,0.7046,0
0.1219,0.9581,0.1382,0.0287,9,1,1,0,0.9943,1
0.7647,0.9159,0.1953,0.0265,4,1,1,0,0.8548,1
0.0904,0.507,0.6398,0.0632,255,51,0,1,0.7324,0
0.1139,0.1561,0.1564,0.0388,5,1,1,0,0.9488,1
0.0749,0.5555,0.1248,0.0362,8,1,1,0,0.9477,1
0.1486,0.5881,0.6032,0.0652,44,11,0,1,0.7644,0
0.0173,0.1667,0.1109,0.0218,12,3,1,0,0.8,1
0.8794,0.4286,0.0779,0.0415,3,1,1,0,0.9769,1
0.1074,0.2936,0.3812,0.0658,75,15,0,1,0.6917,0
0.6292,0.111,0.0635,0.0282,8,2,1,0,0.9818,1
0.5868,0.084,0.3757,0.0436,10,1,1,0,0.8305,1
0.0979,0.5635,0.511,0.0871,235,47,0,1,0.8416,0
0.0009,0.7546,0.1534,0.0262,3,2,1,0,0.9166,1
0.2124,0.6187,0.1542,0.048,4,1,1,0,0.9385,1
0.4613,0.083,0.4165,0.0432,12,1,1,0,0.8265,1
0.0952,0.7657,0.0723,0.024,12,3,1,0,0.8445,1
0.4168,0.1017,0.1667,0.0406,4,1,1,0,0.9384,1
0.164,0.4856,0.797,0.1916,285,57,0,1,0.8597,0
0.4613,0.6521,0.1098,0.0227,2,1,1,0,0.9708,1
0.0989,0.5643,0.5483,0.0833,288,48,0,1,0.7859,0
0.5399,0.5359,0.2545,0.0782,21,7,1,1,0.7421,0
0.1001,0.8165,0.4785,0.0561,28,7,1,0,0.8845,0
0.0374,0.0593,0.1735,0.0248,9,1,1,0,0.9203,1
0.0682,0.4712,0.4656,0.0989,15,5,1,1,0.7994,0
0.1843,0.3675,0.8633,0.1817,60,12,0,1,0.8681,0
0.5037,0.9245,0.1382,0.0291,10,2,1,0,0.7494,1
0.1258,0.6432,0.069,0.0347,12,3,1,0,0.7917,1
0.0949,0.7607,0.1879,0.025,10,1,1,0,0.9035,1
0.641,0.0798,0.3663,0.044,6,1,1,0,0.8547,1
0.4797,0.7434,0.5185,0.1086,27,9,0,0,0.9004,0
0.2755,0.9178,0.2468,0.0368,3,1,1,0,0.8394,1
0.0836,0.2239,0.1171,0.0413,5,1,1,0,0.8451,1
0.1983,0.0546,0.2985,0.0586,3,1,1,0,0.9946,1
0.1002,0.4682,0.1943,0.0292,4,1,1,0,0.88,1
0.133,0.7123,0.1394,0.0316,11,2,1,0,0.8602,1
0.3826,0.0088,0.2489,0.039,3,1,1,0,0.9197,1
0.0708,0.2425,0.7386,0.1078,162,27,0,1,0.7241,0
0.5626,0.2464,0.0889,0.0455,6,1,1,0,0.8553,1
0.3251,0.0295,0.1589,0.0444,4,1,1,0,0.8559,1
0.1461,0.721,0.5217,0.0308,68,17,0,1,0.7897,0
0.7749,0.0757,0.0616,0.026,7,2,1,0,0.8758,1
0.4771,0.0346,0.3802,0.0238,10,2,1,0,0.9478,1
0.4468,0.2814,0.5671,0.1071,9,3,1,0,0.8506,0
0.7189,0.0378,0.0755,0.0311,7,1,1,0,0.8112,1
0.3211,0.2405,0.5528,0.062,68,17,0,0,0.9381,0
0.6246,0.0518,0.1643,0.0214,5,1,1,0,0.8727,1
0.4102,0.7028,0.3984,0.065,20,4,1,1,0.655,0
0.3965,0.0513,0.4875,0.0577,12,2,1,0,0.9572,1
0.0529,0.5366,0.1265,0.0318,3,2,1,0,0.903,1
0.7622,0.094,0.4352,0.031,3,2,1,0,0.9768,1
0.1894,0.1966,0.6966,0.1348,196,49,0,1,0.8955,0
0.1113,0.4314,0.1927,0.0215,9,2,1,0,0.932,1
0.3102,0.9215,0.123,0.0489,6,1,1,0,0.9979,1
0.1188,0.2875,0.7755,0.1348,232,58,0,1,0.7358,0
0.5357,0.7385,0.3717,0.0706,77,11,0,1,0.7317,0
0.0577,0.8416,0.5578,0.1097,84,12,0,1,0.6769,0
0.2958,0.2884,0.3021,0.0767,92,23,0,1,0.8611,0
0.0895,0.603,0.8434,0.1085,66,11,0,1,0.9072,0
0.0696,0.8784,0.1678,0.0211,11,3,1,0,0.8941,1
0.1752,0.2018,0.8229,0.1753,115,23,0,1,0.8722,0
0.7224,0.0127,0.1319,0.0315,2,2,1,0,0.9569,1
0.6315,0.0265,0.0902,0.0532,7,1,1,0,0.9509,1
0.7772,0.9242,0.2215,0.0387,9,2,1,0,0.7384,1
0.1115,0.3386,0.3833,0.0925,65,13,0,0,0.7845,0
0.0817,0.2417,0.1397,0.033,7,2,1,0,0.8667,1
0.0527,0.6092,0.1913,0.0245,13,1,1,0,0.9686,1
0.0968,0.0621,0.1511,0.0335,11,1,1,0,0.9177,1
0.0963,0.0717,0.38,0.0494,5,2,1,0,0.8496,1
0.1802,0.5284,0.6533,0.1917,225,45,0,1,0.752,0
0.1115,0.3144,0.5783,0.1158,168,24,0,1,0.6837,0
0.1474,0.6486,0.5148,0.2389,124,31,0,1,0.8195,0
0.1051,0.5434,0.3271,0.1186,45,9,0,1,0.8859,0
0.7252,0.2445,0.1503,0.0466,5,1,1,0,0.8434,1
0.3735,0.9701,0.1002,0.0404,7,1,1,0,0.9501,1
0.3767,0.7807,0.4423,0.0586,42,7,1,0,0.9066,0
0.7554,0.0704,0.2824,0.0576,8,2,1,0,0.9675,1
0.646,0.5653,0.1687,0.0383,5,1,1,0,0.8666,1
0.3087,0.6427,0.1787,0.0263,7,1,1,0,0.8294,1
0.6027,0.0833,0.3723,0.0557,10,1,1,0,0.899,1
0.0755,0.6001,0.335,0.0654,114,19,0,1,0.6662,0
0.0687,0.689,0.0703,0.0212,4,1,1,0,0.7676,1
0.0395,0.7924,0.0889,0.033,2,1,1,0,0.9396,1
0.6813,0.4056,0.1116,0.047,3,1,1,0,0.8932,1
0.2865,0.5485,0.4641,0.0433,112,16,0,1,0.6804,0
0.153,0.9472,0.1618,0.0418,3,1,1,0,0.9438,1
0.2882,0.2879,0.2649,0.0448,69,23,0,1,0.6858,0
0.1136,0.932,0.1596,0.0433,10,2,1,0,0.8679,1
0.0421,0.7776,0.1355,0.0395,8,2,1,0,0.9355,1
0.151,0.6084,0.791,0.1099,140,35,0,1,0.8537,0
0.1263,0.3539,0.5728,0.132,170,34,0,1,0.7807,0
0.0648,0.4967,0.5009,0.0602,96,24,0,1,0.7682,0
0.3877,0.0757,0.1608,0.0251,7,2,1,0,0.9654,1
0.1924,0.5542,0.5199,0.1357,130,26,0,1,0.8821,0
0.2318,0.2803,0.2874,0.0517,91,13,0,1,0.7028,0
0.538,0.364,0.3227,0.1045,147,21,0,1,0.8976,0
0.3408,0.3413,0.3735,0.1094,77,11,0,0,0.7987,0
0.8215,0.5673,0.0622,0.0288,3,1,1,0,0.9478,1
0.1879,0.7201,0.8504,0.1067,180,45,0,1,0.8083,0
0.4838,0.1024,0.485,0.0495,11,2,1,0,0.8419,1
0.3324,0.9089,0.1474,0.0237,9,2,1,0,0.9508,1
0.34,0.0065,0.3839,0.0246,9,2,1,0,0.9562,1
0.4669,0.9139,0.1531,0.0258,5,1,1,0,0.9189,1
0.095,0.5582,0.6633,0.1727,180,30,0,1,0.7375,0
0.6088,0.0053,0.27,0.0524,12,2,1,0,0.9037,1
0.1349,0.3207,0.5892,0.0718,354,59,0,1,0.8581,0
0.0559,0.2125,0.2744,0.0344,84,21,0,1,0.9158,0
0.472,0.381,0.4379,0.0641,60,12,0,1,0.8988,0
0.0639,0.4076,0.1979,0.03,11,1,1,0,0.9145,1
0.4677,0.6987,0.0719,0.0262,5,1,1,0,0.9087,1
0.6597,0.0219,0.3173,0.0416,7,2,1,0,0.8214,1
0.154,0.7852,0.322,0.0589,12,3,1,0,0.9071,0
0.0342,0.4741,0.8007,0.1423,180,45,0,1,0.8355,0
0.332,0.931,0.0888,0.0258,9,1,1,0,0.7761,1
0.5605,0.958,0.2316,0.0388,5,2,1,0,0.709,1
0.1234,0.4038,0.1731,0.038,7,1,1,0,0.9911,1
0.0037,0.4712,0.1234,0.0304,15,2,1,0,0.7784,1
0.6309,0.9665,0.208,0.0227,3,2,1,0,0.934,1
0.2607,0.5467,0.6035,0.0469,48,8,0,0,0.7282,0
0.4957,0.4891,0.1616,0.0473,6,1,1,0,0.8217,1
0.0893,0.3923,0.8913,0.1623,205,41,0,1,0.8,0
0.381,0.0895,0.4001,0.0405,3,2,1,0,0.9008,1
0.0409,0.644,0.6173,0.2329,220,44,0,1,0.7192,0
0.1255,0.2637,0.8627,0.1624,140,35,0,1,0.7193,0
0.1065,0.5793,0.8162,0.2194,196,49,0,1,0.7563,0
0.3584,0.402,0.5583,0.1012,108,18,0,1,0.8683,0
0.2678,0.0395,0.417,0.0544,11,1,1,0,0.8601,1
0.1499,0.911,0.0844,0.0454,6,1,1,0,0.7033,1
0.0906,0.4275,0.5982,0.0729,64,16,0,1,0.7991,0
0.0718,0.1724,0.5184,0.1862,168,42,0,1,0.7622,0
0.2737,0.2133,0.2615,0.0684,168,24,0,1,0.8642,0
0.0632,0.553,0.6286,0.2337,144,36,0,1,0.7817,0
0.3064,0.5672,0.6129,0.0656,150,25,0,1,0.8648,0
0.2381,0.9179,0.151,0.0228,7,2,1,0,0.774,1
0.261,0.9674,0.2409,0.0398,3,2,1,0,0.7442,1
0.0058,0.9552,0.1295,0.0279,5,2,1,0,0.7554,1
0.6149,0.9214,0.1086,0.0281,9,2,1,0,0.9388,1
0.0618,0.4654,0.6506,0.2208,200,40,0,1,0.7734,0
0.2087,0.2544,0.4676,0.0418,138,23,0,1,0.9456,0
0.1409,0.0942,0.0905,0.0209,10,2,1,0,0.9251,1
0.4372,0.551,0.1,0.042,8,1,1,0,0.8409,1
0.0834,0.8301,0.6094,0.0606,168,24,0,1,0.8363,0
0.3503,0.3735,0.0682,0.0434,4,1,1,0,0.9794,1
0.1011,0.0935,0.4302,0.0257,7,2,1,0,0.9661,1
0.1203,0.2729,0.1178,0.023,13,1,1,0,0.7664,1
0.3616,0.7136,0.5707,0.0926,57,19,0,1,0.8223,0
0.1127,0.1211,0.1217,0.0382,12,2,1,0,0.791,1
0.1126,0.7771,0.1298,0.0394,11,1,1,0,0.876,1
0.238,0.5301,0.5196,0.0512,49,7,1,0,0.9226,0
0.2731,0.0493,0.3839,0.0259,9,2,1,0,0.8906,1
0.0888,0.168,0.1599,0.0347,14,3,1,0,0.8745,1
0.1913,0.1543,0.3339,0.0327,78,13,0,1,0.903,0
0.0869,0.435,0.8938,0.1778,66,11,0,1,0.8156,0
0.408,0.4208,0.3709,0.1052,57,19,0,1,0.8672,0
0.2805,0.1756,0.4669,0.0575,64,16,0,1,0.8373,0
0.5163,0.9688,0.1609,0.0334,8,2,1,0,0.8207,1
0.4922,0.9346,0.0848,0.0208,3,1,1,0,0.9375,1
0.4309,0.5316,0.3128,0.0713,70,10,0,1,0.8236,0
0.0184,0.3297,0.1411,0.0248,9,1,1,0,0.8911,1
0.1725,0.3422,0.613,0.0768,288,48,0,1,0.7813,0
0.1079,0.6833,0.1096,0.0332,15,1,1,0,0.7567,1
0.1449,0.3095,0.8533,0.2017,228,38,0,1,0.7332,0
0.3718,0.843,0.6414,0.071,112,16,0,1,0.7268,0
0.3011,0.978,0.161,0.0301,9,2,1,0,0.7668,1
0.3838,0.0843,0.3791,0.0261,3,2,1,0,0.9356,1
0.0896,0.0119,0.1244,0.0258,4,1,1,0,0.911,1
0.0843,0.5135,0.3071,0.0806,96,24,0,0,0.6612,0
0.3836,0.0122,0.4388,0.046,12,1,1,0,0.8325,1
0.1178,0.4315,0.8746,0.1526,342,57,0,1,0.7957,0
0.224,0.1063,0.0763,0.0394,12,1,1,0,0.8322,1
0.0883,0.0245,0.1792,0.0313,4,2,1,0,0.9538,1
0.3312,0.8392,0.0523,0.0464,6,1,1,0,0.8059,1
0.1424,0.8881,0.1234,0.0225,8,1,1,0,0.9442,1
0.4182,0.002,0.4592,0.0474,4,1,1,0,0.8355,1
0.1049,0.1672,0.5395,0.0327,140,20,0,1,0.8487,0
0.1939,0.2904,0.7416,0.0618,110,22,0,1,0.8002,0
0.6359,0.9391,0.093,0.0357,10,2,1,0,0.8473,1
0.5475,0.1082,0.0527,0.0201,2,2,1,0,0.9537,1
0.5457,0.6796,0.3471,0.0553,144,24,0,1,0.7756,0
0.3896,0.2554,0.443,0.0495,100,25,0,0,0.6843,0
0.1352,0.588,0.5298,0.0506,133,19,0,0,0.7517,0
0.0447,0.3646,0.0566,0.0281,7,3,1,0,0.7934,1
0.1552,0.9196,0.2299,0.0289,7,1,1,0,0.9749,1
0.1428,0.6963,0.1433,0.0307,6,2,1,0,0.9884,1
0.3526,0.1046,0.4608,0.0244,12,1,1,0,0.816,1
0.6259,0.9448,0.1405,0.0202,4,1,1,0,0.8508,1
0.1292,0.4613,0.1561,0.0399,12,1,1,0,0.9154,1
0.1193,0.6381,0.5871,0.077,324,54,0,1,0.9167,0
0.0121,0.1115,0.0896,0.0355,3,3,1,0,0.7885,1
0.6863,0.4026,0.1228,0.0284,2,1,1,0,0.9892,1
0.0377,0.4695,0.1071,0.0363,6,1,1,0,0.9912,1
0.2997,0.0205,0.3668,0.0279,4,1,1,0,0.8901,1
0.2573,0.0793,0.1784,0.0312,11,1,1,0,0.8862,1
0.1157,0.8184,0.4611,0.0352,90,15,0,1,0.8609,0
0.036,0.639,0.057,0.024,7,1,1,0,0.9526,1
0.5496,0.3706,0.2577,0.0859,98,14,0,1,0.6619,0
0.5486,0.7373,0.3676,0.0439,48,8,0,0,0.6975,0
0.0531,0.2645,0.2579,0.0485,84,21,0,0,0.6705,0
0.0519,0.037,0.2493,0.0471,7,2,1,0,0.857,1
0.2768,0.2052,0.5448,0.0818,42,7,1,1,0.7544,0
0.106,0.4726,0.6523,0.1019,136,34,0,1,0.7906,0
0.4107,0.1101,0.2798,0.0365,9,2,1,0,0.8711,1
0.1743,0.4093,0.3343,0.0628,120,24,0,0,0.7045,0
0.4536,0.9465,0.1624,0.0473,5,1,1,0,0.9245,1
0.1338,0.4173,0.5742,0.0607,132,33,0,1,0.8797,0
0.1203,0.7296,0.611,0.0634,168,24,0,1,0.6919,0
0.1348,0.3772,0.5168,0.0643,318,53,0,1,0.8748,0
0.6161,0.0531,0.3729,0.0407,3,1,1,0,0.8677,1
0.6456,0.0016,0.4416,0.0447,4,2,1,0,0.9262,1
0.044,0.3329,0.7536,0.2042,195,39,0,1,0.8291,0
0.1457,0.0514,0.4152,0.0243,9,2,1,0,0.8324,1
0.5928,0.0773,0.1602,0.0528,2,1,1,0,0.9706,1
0.0784,0.3849,0.4906,0.0449,84,14,0,1,0.7013,0
0.1712,0.6779,0.3295,0.1085,84,14,0,1,0.725,0
0.2535,0.0274,0.1811,0.0307,12,2,1,0,0.8542,1
0.358,0.6568,0.3904,0.0603,36,12,0,0,0.9279,0
0.1617,0.8087,0.5568,0.0906,35,5,1,1,0.7152,0
0.1909,0.9647,0.2251,0.0472,8,1,1,0,0.9151,1
0.1836,0.2495,0.3343,0.0553,60,12,0,1,0.823,0
0.1731,0.0593,0.2707,0.0583,12,1,1,0,0.8677,1
